sku,name,product_code,parent_sku,parent_name,safco_item_number,product_name,manufacturer_number,brand,retailer,description,size,pack_quantity,pack_unit,price,price_text,currency,availability,availability_label,parent_description,category_path_str,product_url,image_urls_str,variant_image,is_synthetic,source_seed,extracted_at
6130060,"HealiAid 10 x 20mm, 10/pack",6130060,PFWQM,HealiAid® Collagen,6130060,"HealiAid 10 x 20mm, 10/pack",HACOLLP,Surgical Esthetics,Safco Dental,"10 x 20mm, 10/pack",10 x 20mm,10,pack,106.99,106.990000,,backorder,Backorder,"White, porous, pliable and absorbable collagen wound dressing. Common uses: Extraction socket graft coverage. Hemostasis. 3 rd molar extractions. Soft tissue repair. Free-gingival graft donor sites. Features and benefits: Highly purified Type I bovine collagen. High density for added resilience. Easily trimmed according to clinical needs. Fully absorbable. Can easily be shaped by hand. Individually packaged and sterile.",Dental Supplies > Sutures & surgical products > Bone grafting tissue augmentation,https://www.safcodental.com/product/healiaid-reg-strong-nbsp-strong-collagen,"https://www.safcodental.com/media/catalog/product/p/f/pfwqm.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfwqm.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfwqm.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:31:59.920762+00:00
6130063,"HealiAid 15 x 20mm, 10/pack",6130063,PFWQM,HealiAid® Collagen,6130063,"HealiAid 15 x 20mm, 10/pack",HACOLLPL,Surgical Esthetics,Safco Dental,"15 x 20mm, 10/pack",15 x 20mm,10,pack,172.49,172.490000,,backorder,Backorder,"White, porous, pliable and absorbable collagen wound dressing. Common uses: Extraction socket graft coverage. Hemostasis. 3 rd molar extractions. Soft tissue repair. Free-gingival graft donor sites. Features and benefits: Highly purified Type I bovine collagen. High density for added resilience. Easily trimmed according to clinical needs. Fully absorbable. Can easily be shaped by hand. Individually packaged and sterile.",Dental Supplies > Sutures & surgical products > Bone grafting tissue augmentation,https://www.safcodental.com/product/healiaid-reg-strong-nbsp-strong-collagen,"https://www.safcodental.com/media/catalog/product/p/f/pfwqm.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfwqm.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfwqm.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:31:59.920762+00:00
PFWQP,HeliMend™ and HeliMend™ Advanced,PFWQP,PFWQP,HeliMend™ and HeliMend™ Advanced,PFWQP,HeliMend™ and HeliMend™ Advanced,,Safco Dental,Safco Dental,"Please note: These products are on backorder with indefinite delivery. Safco will not be accepting orders for these products until inventory is received. Absorbable collagen membranes made from purified bovine tendon. Provides wound stabilization and creates space during guided tissue regeneration where a longer absorption rate is desired. Material is pliable and does not become slippery when hydrated. Indicated for guided tissue regeneration procedures in periodontal defects to enhance regeneration of the periodontal apparatus. Sterile, individually packed (1 per box). HeliMend – Absorbs in 4 to 8 weeks. HeliMend Advanced – Absorbs in 18 weeks.",,,,102.59,102.59,,in_stock,,"Please note: These products are on backorder with indefinite delivery. Safco will not be accepting orders for these products until inventory is received. Absorbable collagen membranes made from purified bovine tendon. Provides wound stabilization and creates space during guided tissue regeneration where a longer absorption rate is desired. Material is pliable and does not become slippery when hydrated. Indicated for guided tissue regeneration procedures in periodontal defects to enhance regeneration of the periodontal apparatus. Sterile, individually packed (1 per box). HeliMend – Absorbs in 4 to 8 weeks. HeliMend Advanced – Absorbs in 18 weeks.",Dental Supplies > Sutures & surgical products > Bone grafting tissue augmentation,https://www.safcodental.com/product/helimend-trade-and-helimend-trade-advanced,"https://www.safcodental.com/media/catalog/product/p/f/pfwqp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfwqp.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfwqp.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700","https://www.safcodental.com/media/catalog/product/p/f/pfwqp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",1,sutures-surgical-products,2026-05-07T01:32:07.117588+00:00
3274301,"HeliPlug 1cm x 2cm (3/8"" x 3/4""), 10/box",3274301,PFWQW,HeliPlug®,3274301,"HeliPlug 1cm x 2cm (3/8"" x 3/4""), 10/box",62-202,Integra Miltex,Safco Dental,"1cm x 2cm, box of 10",,,,145.49,145.490000,,in_stock,In stock,Hemostatic absorbable collagen material derived from bovine tendon. Promotes tissue growth by providing a scaffold-like structure. Its cylindrical shape is ideal for extraction and biopsy sites. Indicated for application to moist or bleeding oral wounds created during dental surgery to control bleeding and protect the surface of the wound from further injury. Absorbs within 10 to 14 days.,Dental Supplies > Sutures & surgical products > Bone grafting tissue augmentation,https://www.safcodental.com/product/heliplug-reg,"https://www.safcodental.com/media/catalog/product/p/f/pfwqw.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfwqw.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfwqw.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:31:56.134072+00:00
3152001,HemoStat 20/box,3152001,PFPFT,HemoStat™,3152001,HemoStat 20/box,4900-STAT,Medicom,Safco Dental,Box of 20,,,,118.49,118.490000,,in_stock,In stock,"Topical hemostatic dressing in the form of a sterile fabric prepared by the chemical treatment of regenerated cellulose. Provides safe and effective control of bleeding for extractions and periodontal surgery. When the fabric comes into contact with blood or fluids, it expands and transforms to a clear, viscous gel which fills voids and seals capillary ends to help stop bleeding.",Dental Supplies > Sutures & surgical products > Surgical medicaments and packing,https://www.safcodental.com/product/hemostat-sup-trade-sup,"https://www.safcodental.com/media/catalog/product/p/f/pfpft.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfpft.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfpft.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:01.018833+00:00
5102206,"IV administration set 15 drops/ml, 86""L, 50/cs",5102206,PFXCT,IV administration sets,5102206,"IV administration set 15 drops/ml, 86""L, 50/cs",352641,B Braun,Safco Dental,"Single access port, 17ml priming volume, 86""L, 15 drops/ml, 50/cs",,,,175.99,175.990000,,backorder,Backorder,"SafeDay IV administration sets are indicated for 24-hour use. Components are not made with DEHP, latex or natural rubber. Sterile packaging permits direct placement of set on sterile field. Cost-effective needle-free access ports are designed to provide an effective barrier against microbial contamination.",Dental Supplies > Sutures & surgical products > IV fluids and administration sets,https://www.safcodental.com/product/iv-administration-sets,"https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:13.425847+00:00
5102207,"IV administration set 15 drops/ml, 101""L, 50/cs",5102207,PFXCT,IV administration sets,5102207,"IV administration set 15 drops/ml, 101""L, 50/cs",352646,B Braun,Safco Dental,"SafeDay valve and SafeLine split-septum injection, 101""L, 15 drops/ml, 50/cs",,,,388.59,388.590000,,unknown,Special order,"SafeDay IV administration sets are indicated for 24-hour use. Components are not made with DEHP, latex or natural rubber. Sterile packaging permits direct placement of set on sterile field. Cost-effective needle-free access ports are designed to provide an effective barrier against microbial contamination.",Dental Supplies > Sutures & surgical products > IV fluids and administration sets,https://www.safcodental.com/product/iv-administration-sets,"https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:13.425847+00:00
5102208,"IV administration set 10 drops/ml, 88""L, 50/cs",5102208,PFXCT,IV administration sets,5102208,"IV administration set 10 drops/ml, 88""L, 50/cs",352630,B Braun,Safco Dental,"SafeDay valve and SafeLine split-septum injection, 88""L, 10 drops/ml, 50/cs",,,,174.29,174.290000,,backorder,Backorder,"SafeDay IV administration sets are indicated for 24-hour use. Components are not made with DEHP, latex or natural rubber. Sterile packaging permits direct placement of set on sterile field. Cost-effective needle-free access ports are designed to provide an effective barrier against microbial contamination.",Dental Supplies > Sutures & surgical products > IV fluids and administration sets,https://www.safcodental.com/product/iv-administration-sets,"https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfxct.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:13.425847+00:00
3020225,"Instant Cold Pack large 6.25"" x 8.5"" 24/case",3020225,PFVGG,Instant Cold Pack,3020225,"Instant Cold Pack large 6.25"" x 8.5"" 24/case",51786,Halyard,Safco Dental,"Large (6.25"" x 8.5""), 24/case","Large (6.25"" x 8.5"")",24,case,22.99,22.990000,,in_stock,In stock,Flexible single use cold pack provides 20 minutes of therapy. Squeeze to activate; no need for refrigeration. Plastic outer wrap.,Dental Supplies > Sutures & surgical products > Cold packs,https://www.safcodental.com/product/instant-cold-pack,"https://www.safcodental.com/media/catalog/product/p/f/pfvgg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfvgg.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfvgg.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:11.192925+00:00
3020210,"Instant Cold Pack small 4"" x 10"" 24/case",3020210,PFVGG,Instant Cold Pack,3020210,"Instant Cold Pack small 4"" x 10"" 24/case",51785,Halyard,Safco Dental,"Small (4"" x 10""), 24/case","Small (4"" x 10"")",24,case,22.99,22.990000,,in_stock,In stock,Flexible single use cold pack provides 20 minutes of therapy. Squeeze to activate; no need for refrigeration. Plastic outer wrap.,Dental Supplies > Sutures & surgical products > Cold packs,https://www.safcodental.com/product/instant-cold-pack,"https://www.safcodental.com/media/catalog/product/p/f/pfvgg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfvgg.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfvgg.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:11.192925+00:00
5102302,"Lactated Ringer's Injection USP 500ml bag, case of 24",5102302,PFXER,Lactated Ringer's,5102302,"Lactated Ringer's Injection USP 500ml bag, case of 24",L7501,B Braun,Safco Dental,"500ml bag, case of 24",,,,170.49,170.490000,,in_stock,In stock,"Due to supply chain disruptions, we are unable to accept backorders until the item is back in stock. Sterile, nonpyrogenic and contains no bacteriostatic or antimicrobial agents. Indicated for use in adults and pediatric patients as a source of electrolytes and water for hydration. EXCEL® IV bags feature a sturdy port system and are not manufactured with latex, PVC or DEHP. Click here to see full prescribing information",Dental Supplies > Sutures & surgical products > IV fluids and administration sets,https://www.safcodental.com/product/lactated-ringer-s,"https://www.safcodental.com/media/catalog/product/p/f/pfxer.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfxer.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfxer.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:16.091202+00:00
5102305,"Lactated Ringer's Injection USP 1,000ml bag, case of 12",5102305,PFXER,Lactated Ringer's,5102305,"Lactated Ringer's Injection USP 1,000ml bag, case of 12",L7500,B Braun,Safco Dental,"1,000ml bag, case of 12",,,,70.49,70.490000,,in_stock,In stock,"Due to supply chain disruptions, we are unable to accept backorders until the item is back in stock. Sterile, nonpyrogenic and contains no bacteriostatic or antimicrobial agents. Indicated for use in adults and pediatric patients as a source of electrolytes and water for hydration. EXCEL® IV bags feature a sturdy port system and are not manufactured with latex, PVC or DEHP. Click here to see full prescribing information",Dental Supplies > Sutures & surgical products > IV fluids and administration sets,https://www.safcodental.com/product/lactated-ringer-s,"https://www.safcodental.com/media/catalog/product/p/f/pfxer.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pfxer.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pfxer.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:16.091202+00:00
7570025,"Glassvan® surgical blade mini carbon steel #6400, 12/box",7570025,PFLQT,"Myco Medical Glassvan® Microsurgical Blades, Carbon Steel",7570025,"Glassvan® surgical blade mini carbon steel #6400, 12/box",2002-64,Myco Medical,Safco Dental,"#6400, 12/box",#6400,12,box,8.49,8.490000,,in_stock,In stock,"GLASSVAN® surgical blades have been trusted by users around the world for more than 25 years. Automated grinding and proprietary polishing process ensure consistent, clean, and sharp cutting edges Produced from high quality Swiss carbon steel. Two VCI strips ensure product and packaging integrity and reduce risk of blade piercing the foil.",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-glassvan-reg-microsurgical-blades-carbon-steel,"https://www.safcodental.com/media/catalog/product/p/f/pflqt.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflqt.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflqt.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:28.437666+00:00
7570001,"Glassvan® surgical blade mini carbon steel #6700, 12/box",7570001,PFLQT,"Myco Medical Glassvan® Microsurgical Blades, Carbon Steel",7570001,"Glassvan® surgical blade mini carbon steel #6700, 12/box",2002-67,Myco Medical,Safco Dental,"#6700, 12/box",#6700,12,box,8.49,8.490000,,in_stock,In stock,"GLASSVAN® surgical blades have been trusted by users around the world for more than 25 years. Automated grinding and proprietary polishing process ensure consistent, clean, and sharp cutting edges Produced from high quality Swiss carbon steel. Two VCI strips ensure product and packaging integrity and reduce risk of blade piercing the foil.",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-glassvan-reg-microsurgical-blades-carbon-steel,"https://www.safcodental.com/media/catalog/product/p/f/pflqt.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflqt.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflqt.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:28.437666+00:00
7570054,#10 Technocut Disp Scalpels,7570054,PFLXA,Myco Medical Technocut® Disposable Scalpels,7570054,#10 Technocut Disp Scalpels,6008T-10,Myco Medical,Safco Dental,#10 10/box,,,,8.99,8.990000,,in_stock,In stock,"Non-slip, clear shield improves safety and enables easy blade size identification Ergonomic, non-slip plastic handle with integrated metric ruler for convenience Scalpel blades produced from high-quality Swiss stainless steel 100% automated inspection verifies the blade to handle attachment Cold-staking used for attaching blade to handle, improving consistency Scalpels manufactured in facilities that conform to ISO 13485",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-technocut-reg-disposable-scalpels,"https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:22.735979+00:00
7570047,"Technocut® disposable scalpel #11,10/box",7570047,PFLXA,Myco Medical Technocut® Disposable Scalpels,7570047,"Technocut® disposable scalpel #11,10/box",6008T-11,Myco Medical,Safco Dental,"#11, 10/box",#11,10,box,8.99,8.990000,,backorder,Backorder,"Non-slip, clear shield improves safety and enables easy blade size identification Ergonomic, non-slip plastic handle with integrated metric ruler for convenience Scalpel blades produced from high-quality Swiss stainless steel 100% automated inspection verifies the blade to handle attachment Cold-staking used for attaching blade to handle, improving consistency Scalpels manufactured in facilities that conform to ISO 13485",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-technocut-reg-disposable-scalpels,"https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:22.735979+00:00
7570003,"Technocut® disposable scalpel #12,10/box",7570003,PFLXA,Myco Medical Technocut® Disposable Scalpels,7570003,"Technocut® disposable scalpel #12,10/box",6008T-12,Myco Medical,Safco Dental,"#12,10/box",#12,10,box,8.99,8.990000,,in_stock,In stock,"Non-slip, clear shield improves safety and enables easy blade size identification Ergonomic, non-slip plastic handle with integrated metric ruler for convenience Scalpel blades produced from high-quality Swiss stainless steel 100% automated inspection verifies the blade to handle attachment Cold-staking used for attaching blade to handle, improving consistency Scalpels manufactured in facilities that conform to ISO 13485",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-technocut-reg-disposable-scalpels,"https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:22.735979+00:00
7570026,"Technocut® disposable scalpel #12B,10/box",7570026,PFLXA,Myco Medical Technocut® Disposable Scalpels,7570026,"Technocut® disposable scalpel #12B,10/box",6008T-12B,Myco Medical,Safco Dental,"#12B,10/box",#12B,10,box,9.49,9.490000,,in_stock,In stock,"Non-slip, clear shield improves safety and enables easy blade size identification Ergonomic, non-slip plastic handle with integrated metric ruler for convenience Scalpel blades produced from high-quality Swiss stainless steel 100% automated inspection verifies the blade to handle attachment Cold-staking used for attaching blade to handle, improving consistency Scalpels manufactured in facilities that conform to ISO 13485",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-technocut-reg-disposable-scalpels,"https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:22.735979+00:00
7570048,"Technocut® disposable scalpel #15,10/box",7570048,PFLXA,Myco Medical Technocut® Disposable Scalpels,7570048,"Technocut® disposable scalpel #15,10/box",6008T-15,Myco Medical,Safco Dental,"#15,10/box",#15,10,box,8.99,8.990000,,in_stock,In stock,"Non-slip, clear shield improves safety and enables easy blade size identification Ergonomic, non-slip plastic handle with integrated metric ruler for convenience Scalpel blades produced from high-quality Swiss stainless steel 100% automated inspection verifies the blade to handle attachment Cold-staking used for attaching blade to handle, improving consistency Scalpels manufactured in facilities that conform to ISO 13485",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-technocut-reg-disposable-scalpels,"https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflxa.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:22.735979+00:00
7570050,"GLASSVAN® surgical blades carbon steel #10,100/box",7570050,PFLWR,Myco Medical GLASSVAN® Scalpel Blades,7570050,"GLASSVAN® surgical blades carbon steel #10,100/box",2001T-10,Myco Medical,Safco Dental,"#10,100/box",#10,100,box,25.99,25.990000,,in_stock,In stock,"GLASSVAN® Surgical Blades have been trusted by users around the world for more than 25 years. Automated grinding and proprietary polishing process ensure consistent, clean, and sharp cutting edges Produced from high quality Swiss carbon steel Two VCI strips ensure product and packaging integrity and reduce risk of blade piercing the foil Manufactured in FDA-inspected facilities and conform to ISO-7740 and ISO-13485 Carbon steel and stainless-steel blades are available sterile in sizes 10-25, with select sizes also available non-sterile.",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-nbsp-glassvan-reg-scalpel-blades,"https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:24.026784+00:00
7570051,"GLASSVAN® surgical blades carbon steel #11,100/box",7570051,PFLWR,Myco Medical GLASSVAN® Scalpel Blades,7570051,"GLASSVAN® surgical blades carbon steel #11,100/box",2001T-11,Myco Medical,Safco Dental,"#11,100/box",#11,100,box,26.49,26.490000,,in_stock,In stock,"GLASSVAN® Surgical Blades have been trusted by users around the world for more than 25 years. Automated grinding and proprietary polishing process ensure consistent, clean, and sharp cutting edges Produced from high quality Swiss carbon steel Two VCI strips ensure product and packaging integrity and reduce risk of blade piercing the foil Manufactured in FDA-inspected facilities and conform to ISO-7740 and ISO-13485 Carbon steel and stainless-steel blades are available sterile in sizes 10-25, with select sizes also available non-sterile.",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-nbsp-glassvan-reg-scalpel-blades,"https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:24.026784+00:00
7570024,"GLASSVAN® surgical blades stainless steel #12,100/box",7570024,PFLWR,Myco Medical GLASSVAN® Scalpel Blades,7570024,"GLASSVAN® surgical blades stainless steel #12,100/box",3001T-12,Myco Medical,Safco Dental,"#12,100/box",#12,100,box,35.49,35.490000,,in_stock,In stock,"GLASSVAN® Surgical Blades have been trusted by users around the world for more than 25 years. Automated grinding and proprietary polishing process ensure consistent, clean, and sharp cutting edges Produced from high quality Swiss carbon steel Two VCI strips ensure product and packaging integrity and reduce risk of blade piercing the foil Manufactured in FDA-inspected facilities and conform to ISO-7740 and ISO-13485 Carbon steel and stainless-steel blades are available sterile in sizes 10-25, with select sizes also available non-sterile.",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-nbsp-glassvan-reg-scalpel-blades,"https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:24.026784+00:00
7570052,"GLASSVAN® surgical blades carbon steel #12,100/box",7570052,PFLWR,Myco Medical GLASSVAN® Scalpel Blades,7570052,"GLASSVAN® surgical blades carbon steel #12,100/box",2001T-12,Myco Medical,Safco Dental,"#12,100/box",#12,100,box,26.49,26.490000,,backorder,Backorder,"GLASSVAN® Surgical Blades have been trusted by users around the world for more than 25 years. Automated grinding and proprietary polishing process ensure consistent, clean, and sharp cutting edges Produced from high quality Swiss carbon steel Two VCI strips ensure product and packaging integrity and reduce risk of blade piercing the foil Manufactured in FDA-inspected facilities and conform to ISO-7740 and ISO-13485 Carbon steel and stainless-steel blades are available sterile in sizes 10-25, with select sizes also available non-sterile.",Dental Supplies > Sutures & surgical products > Surgical blades and scalpels,https://www.safcodental.com/product/myco-medical-nbsp-glassvan-reg-scalpel-blades,"https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/p/f/pflwr.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,sutures-surgical-products,2026-05-07T01:32:24.026784+00:00
